Username,Comment,Column 3
emonnnn68,No 6,emonnnn68No 61w1 likeReplyComment OptionsLike
budilukmanashari,No. 6,budilukmanashariNo. 61w1 likeReplyComment OptionsLike
ipulljy,Dongs 6 🔥🔥🔥,ipulljyDongs 6 🔥🔥🔥1w1 likeReplyComment OptionsLike
andiaaawan_,66666666🔥🔥🔥🔥🔥,andiaaawan_66666666🔥🔥🔥🔥🔥1w1 likeReplyComment OptionsLike
_tidakjatuh,No.6,_tidakjatuhNo.61w1 likeReplyComment OptionsLike
tiweeq,No 6 🥳🔥,tiweeqNo 6 🥳🔥1w1 likeReplyComment OptionsLike
leonerss_,No. 6,leonerss_No. 61w1 likeReplyComment OptionsLike
alifrifki10,no. 6,alifrifki10no. 61w1 likeReplyComment OptionsLike
nizarsain,Gass Om Aden @aden_mo Andalanna Anak2a 🔥🔥,nizarsainGass Om Aden @aden_mo Andalanna Anak2a 🔥🔥1wReplyComment OptionsLike
analogdni,6 aja,analogdni6 aja1w1 likeReplyComment OptionsLike
kandaa_pomall,No. 6 🔥,kandaa_pomallNo. 6 🔥1w1 likeReplyComment OptionsLike
bubusiangg_,No.6🔥,bubusiangg_No.6🔥1w1 likeReplyComment OptionsLike
syaifulkatili26,No 7😎🔥👏,syaifulkatili26No 7😎🔥👏1w1 likeReplyComment OptionsLike
kurniapallungkeng,no.7 dong.,kurniapallungkengno.7 dong.1wReplyComment OptionsLike
aty.eddie,6 🔥,aty.eddie6 🔥1w1 likeReplyComment OptionsLike
dd9vp,6,dd9vp61w1 likeReplyComment OptionsLike
rifqiadani03,No. 6🔥🔥🔥,rifqiadani03No. 6🔥🔥🔥1w1 likeReplyComment OptionsLike
_nurfjriani,06,_nurfjriani061w1 likeReplyComment OptionsLike
ril.laoh,No 6🔥🔥,ril.laohNo 6🔥🔥1w1 likeReplyComment OptionsLike
muflihrz,No. 6👏,muflihrzNo. 6👏1w1 likeReplyComment OptionsLike
aa_kahar,No 7 menyala abangku 🔥🔥🔥,aa_kaharNo 7 menyala abangku 🔥🔥🔥1w1 likeReplySee translationComment OptionsLike
_rulyaditya,No 6🔥🔥,_rulyadityaNo 6🔥🔥1w1 likeReplyComment OptionsLike
elnino_rayyand.iank99,No 7,elnino_rayyand.iank99No 71wReplyComment OptionsLike
emmypoq9,No 7..bgm tdk lgsg japri@kandangpaksa😏🤣,emmypoq9No 7..bgm tdk lgsg japri@kandangpaksa😏🤣1w2 likesReplyComment OptionsLike
sri_ummahsarah,No. 6 bestlah..🔥🔥,sri_ummahsarahNo. 6 bestlah..🔥🔥1w1 likeReplyComment OptionsLike
gianmarsha,no 6 🙌🙌,gianmarshano 6 🙌🙌1w1 likeReplyComment OptionsLike
ibnuaamir,no .6,ibnuaamirno .61w1 likeReplyComment OptionsLike
edkr__,Om aden 2,edkr__Om aden 21wReplyComment OptionsLike
icchank175,No 5,icchank175No 51w2 likesReplyComment OptionsLike
alddysptra,3,alddysptra31w1 likeReplyComment OptionsLike
satria_d_c,nomor 7 🔥🔥🔥,satria_d_cnomor 7 🔥🔥🔥1wReplyComment OptionsLike
nadhifey,No.6 🔥😍,nadhifeyNo.6 🔥😍1w1 likeReplyComment OptionsLike
emmyhermie,No.6 🔥🔥🔥,emmyhermieNo.6 🔥🔥🔥1w1 likeReplyComment OptionsLike
dickyislamiah,No.5 majuukiiii 🔥🔥🔥,dickyislamiahNo.5 majuukiiii 🔥🔥🔥1w3 likesReplyComment OptionsLike
nalanayaa_,no 7 laaahhh🙌,nalanayaa_no 7 laaahhh🙌1wReplyComment OptionsLike
awindhaaa,no 6,awindhaaano 61w1 likeReplyComment OptionsLike
alfianty,No. 7 🔥🔥,alfiantyNo. 7 🔥🔥1wReplyComment OptionsLike
sayasatutiga,No. 6,sayasatutigaNo. 61w1 likeReplyComment OptionsLike
hany_chairani,No 6,hany_chairaniNo 61w1 likeReplyComment OptionsLike
fatimahahmad2106,No 5 dhea,fatimahahmad2106No 5 dhea1w2 likesReplyComment OptionsLike
libra_021011,3,libra_02101131w1 likeReplyComment OptionsLike
kanjama_07,No. 7,kanjama_07No. 71wReplyComment OptionsLike
elhaizza,No 6 INSI 👏👏👏,elhaizzaNo 6 INSI 👏👏👏1w1 likeReplyComment OptionsLike
ingkanif,Ini unsur anuuuu ji jadi pilihka no 7🙌,ingkanifIni unsur anuuuu ji jadi pilihka no 7🙌1wReplySee translationComment OptionsLike
ademarno.sxyz,@ingkanif hahahahaaa... Unsur apa pak jend 😅😅,ademarno.sxyz@ingkanif hahahahaaa... Unsur apa pak jend 😅😅1wReplyComment OptionsLike
syumi_rp,nomor 7🔥,syumi_rpnomor 7🔥1w1 likeReplyComment OptionsLike
reynaldi5326,No.7🔥🔥,reynaldi5326No.7🔥🔥1wReplyComment OptionsLike
reynaldi5326,No 7,reynaldi5326No 71wReplyComment OptionsLike
zaldy_ewako,No 7 the best,zaldy_ewakoNo 7 the best1wReplyComment OptionsLike
efraimarmy,No. 7 👍💪⭐🔥,efraimarmyNo. 7 👍💪⭐🔥1wReplyComment OptionsLike
syarifahfadija.binyahya,Galautaaaa😂,syarifahfadija.binyahyaGalautaaaa😂1wReplyComment OptionsLike
al_furqan31,7,al_furqan3171wReplyComment OptionsLike
ma_rentalmakassar,no 7 🤭,ma_rentalmakassarno 7 🤭1wReplyComment OptionsLike
ronny.mst.33,No 7 the best,ronny.mst.33No 7 the best1wReplyComment OptionsLike
_khooko,No. 7 🙌🙌,_khookoNo. 7 🙌🙌1w1 likeReplyComment OptionsLike
runirezky,6 🔥,runirezky6 🔥1w1 likeReplyComment OptionsLike
riany187,Number 5 On Top,riany187Number 5 On Top1w2 likesReplyComment OptionsLike
ekaliauw,No .7,ekaliauwNo .71wReplyComment OptionsLike
yatti_sripawinarti,Noo 7,yatti_sripawinartiNoo 71wReplyComment OptionsLike
mamaanyyy,No 6 lah,mamaanyyyNo 6 lah1w1 likeReplyComment OptionsLike
scorpiolibra_22,No 7 the best 👍,scorpiolibra_22No 7 the best 👍1wReplyComment OptionsLike
casanaf_,6 dong 😍,casanaf_Verified6 dong 😍1w1 likeReplyComment OptionsLike
fitrahnrr,No 6 🔥🔥,fitrahnrrNo 6 🔥🔥1w1 likeReplyComment OptionsLike
bessearfa18,7 andalancuuuu 🔥🔥,bessearfa187 andalancuuuu 🔥🔥1w1 likeReplyComment OptionsLike
lisnawaty.marman,No.6,lisnawaty.marmanNo.61w1 likeReplyComment OptionsLike
yhanii.aq,No. 6 dongg😍😍😍,yhanii.aqNo. 6 dongg😍😍😍1w1 likeReplyComment OptionsLike
asyashop558,No 6 the best 🥳🥳🥳,asyashop558No 6 the best 🥳🥳🥳1w1 likeReplyComment OptionsLike
w1n_narti,Number 6 🔥,w1n_nartiNumber 6 🔥1w1 likeReplyComment OptionsLike
gii.homee,6 🔥,gii.homee6 🔥1w1 likeReplyComment OptionsLike
sellolenni,No 6 inciiii selalu the best❤️,sellolenniNo 6 inciiii selalu the best❤️1w2 likesReplyComment OptionsLike
adelfiasoleman,6🔥,adelfiasoleman6🔥1wReplyComment OptionsLike
anggiiarmaliamaulana,6 dong,anggiiarmaliamaulana6 dong1w3 likesReplyComment OptionsLike
razkakhairabgary,number 6,razkakhairabgarynumber 61wReplyComment OptionsLike
dyan_ardyani,No. 7 lah.. 👍,dyan_ardyaniNo. 7 lah.. 👍1wReplyComment OptionsLike
browniiskeju,NOMOR 6 💗💗💗💗💗,browniiskejuNOMOR 6 💗💗💗💗💗1w1 likeReplyComment OptionsLike
lanie_idham,No 6 dong ❤❤❤,lanie_idhamNo 6 dong ❤❤❤1w1 likeReplyComment OptionsLike
mhelandwiutami,No 6 😍😍😍,mhelandwiutamiNo 6 😍😍😍1w1 likeReplyComment OptionsLike
destinypalallung,No.6🔥,destinypalallungNo.6🔥1w1 likeReplyComment OptionsLike
cleeo.patraa,No. 6,cleeo.patraaNo. 61w1 likeReplyComment OptionsLike
sanisa_icha,No 6😍🔥,sanisa_ichaNo 6😍🔥1w1 likeReplyComment OptionsLike
aldehidrasi,no. 6🙌,aldehidrasino. 6🙌1w1 likeReplyComment OptionsLike
nadaaliaa_,no. 6🙌,nadaaliaa_no. 6🙌1w1 likeReplyComment OptionsLike
009876.00,6,009876.0061w1 likeReplyComment OptionsLike
tsu_khun,6🗣🔥,tsu_khun6🗣🔥1w1 likeReplyComment OptionsLike
haywanxx,No. 6,haywanxxNo. 61w1 likeReplyComment OptionsLike
sri_wahyuni_latif,No.6,sri_wahyuni_latifNo.61w1 likeReplyComment OptionsLike
alyaul_minigold,No. 6 insi,alyaul_minigoldNo. 6 insi1w1 likeReplyComment OptionsLike
andisaharakumba977,Number 6..its The Best Of The Best.🔥😍,andisaharakumba977Number 6..its The Best Of The Best.🔥😍1w1 likeReplyComment OptionsLike
debby_hasyim,No. 6 🔥😍,debby_hasyimNo. 6 🔥😍1w1 likeReplyComment OptionsLike
dstfionata,No 6,dstfionataNo 61w1 likeReplyComment OptionsLike
25_nined,Nomor 6 dong,25_ninedNomor 6 dong1w1 likeReplyComment OptionsLike
awang_dm,No 5  Dea🔥🔥,awang_dmNo 5  Dea🔥🔥1w4 likesReplyComment OptionsLike
mott.swagg,6🔥🔥🔥,mott.swagg6🔥🔥🔥1w1 likeReplyComment OptionsLike
ydarich,No 6 cyuuuu,ydarichNo 6 cyuuuu1w1 likeReplyComment OptionsLike
kalif_xzxx,Nomor 6 dong The best,kalif_xzxxNomor 6 dong The best1w1 likeReplyComment OptionsLike
nysanurunnisa,No 6 andalankuuu 🔥,nysanurunnisaNo 6 andalankuuu 🔥1w1 likeReplyComment OptionsLike
ina_syafrinah,No 7 🔥🔥🔥,ina_syafrinahNo 7 🔥🔥🔥1wReplyComment OptionsLike
pauladebbiekorua,6 🥰,pauladebbiekorua6 🥰1w1 likeReplyComment OptionsLike
laelyaasebiaa,no 6 donggg😍😍😍,laelyaasebiaano 6 donggg😍😍😍1w1 likeReplyComment OptionsLike
nurhani_najib,No 6 insie.,nurhani_najibNo 6 insie.1w1 likeReplyComment OptionsLike
nurhani_najib,No 6 insie andalan...😍,nurhani_najibNo 6 insie andalan...😍1w1 likeReplyComment OptionsLike
sukmasarti,No 6 INSI,sukmasartiNo 6 INSI1w1 likeReplyComment OptionsLike
fajriachmadmassarapa,Kasih menyala No.6 🔥,fajriachmadmassarapaKasih menyala No.6 🔥1w1 likeReplySee translationComment OptionsLike
dindongcikidong,no. 6🔥,dindongcikidongno. 6🔥1w1 likeReplyComment OptionsLike
irseltifanitmpy,No 6 🔥🔥🔥,irseltifanitmpyNo 6 🔥🔥🔥1w1 likeReplyComment OptionsLike
ghytaku,NO. 6 😍,ghytakuNO. 6 😍1w1 likeReplyComment OptionsLike
adeeva.qa,No. 6,adeeva.qaNo. 61w1 likeReplyComment OptionsLike
ledishaa,No. 6,ledishaaNo. 61w1 likeReplyComment OptionsLike
nrfzialiah_,No. 6,nrfzialiah_No. 61w1 likeReplyComment OptionsLike
megawatikumala,No 6 andalangku,megawatikumalaNo 6 andalangku1w2 likesReplyComment OptionsLike
netty.sdl,No 6 donkssssss 🔥🔥🔥🔥🔥🔥,netty.sdlNo 6 donkssssss 🔥🔥🔥🔥🔥🔥1w1 likeReplyComment OptionsLike
andreas_henry,No. 6,andreas_henryNo. 61w1 likeReplyComment OptionsLike
slfni_lumomba,No. 6 🔥🔥🔥🔥🔥🔥,slfni_lumombaNo. 6 🔥🔥🔥🔥🔥🔥1w1 likeReplyComment OptionsLike
poppy.dwi,No. 4 andalan gueh @mila_djabbar,poppy.dwiNo. 4 andalan gueh @mila_djabbar1w2 likesReplyComment OptionsLike
yanztagramm,qaqah Harly nomer 7 lah 😌,yanztagrammqaqah Harly nomer 7 lah 😌1wReplySee translationComment OptionsLike
surya_sptrr,Coblos 02 dan 06 selalu di hati,surya_sptrrCoblos 02 dan 06 selalu di hati1w1 likeReplySee translationComment OptionsLike
dyah.permatahayyu,No.6 dong ❤️❤️❤️,dyah.permatahayyuNo.6 dong ❤️❤️❤️1w1 likeReplyComment OptionsLike
q.rainbowcakesz,No. 6 dong,q.rainbowcakeszNo. 6 dong1w1 likeReplyComment OptionsLike
dr.d_hijab,6 lahhhh🔥🔥🔥,dr.d_hijab6 lahhhh🔥🔥🔥1w1 likeReplyComment OptionsLike
azkaruby63,No 6 👍,azkaruby63No 6 👍1w1 likeReplyComment OptionsLike
ratherbefeyy,no.6🥰🥰🥰🥰🥰,ratherbefeyyno.6🥰🥰🥰🥰🥰1w2 likesReplyComment OptionsLike
nadia25_pinky,No 6 🔥🔥🔥🔥🔥🔥🔥🔥,nadia25_pinkyNo 6 🔥🔥🔥🔥🔥🔥🔥🔥1w1 likeReplyComment OptionsLike
wawapatwa88,NO. 6 Dong Bu Insi 🔥🔥🔥,wawapatwa88NO. 6 Dong Bu Insi 🔥🔥🔥1w1 likeReplyComment OptionsLike
virata1282,No.6 👍,virata1282No.6 👍1w1 likeReplyComment OptionsLike
siskaayu18,no 4 mila is the best...👍👍😍,siskaayu18no 4 mila is the best...👍👍😍1wReplyComment OptionsLike
cuatahir,KA’DEA dong 😘🫶 @aiueodeajonas,cuatahirKA’DEA dong 😘🫶 @aiueodeajonas1w2 likesReplyComment OptionsLike
___hasni_,Vote no 5 Dea @aiueodeajonas 👍,___hasni_Vote no 5 Dea @aiueodeajonas 👍6hReplyComment OptionsLike
lydia_hatibie,No. 4 bismillah 🔥❤️ @mila_djabbar 😍,lydia_hatibieNo. 4 bismillah 🔥❤️ @mila_djabbar 😍1wReplyComment OptionsLike
andrian_fdt,7 andalnkuujjii om @harlykatili 🔥🔥🔥,andrian_fdt7 andalnkuujjii om @harlykatili 🔥🔥🔥1wReplyComment OptionsLike
