Name,Text,Like,Column 4
mrwisnu1901,"Aku masih bingung dengan haltenya, belum sesuai dengan aplikasi mitra darat😢",Reply,"Mau Kemana-mana, Pakai Tarif Integrasi Teman Bus Aja!Akhir-akhir ini, apa-apa semakin mahal ya. Harga bensin, tarif tol bahkan ojek online bisa bikin kantong kita jebol.Tapi tenang, ada solusinya! Coba deh naik Teman Bus dengan tarif integrasi. Berapapun jaraknya, kamu hanya perlu bayar sekali untuk bepergian.Gak cuma hemat, perjalananmu juga jadi makin praktis. Jadi, daripada keluar banyak ongkos, mending pakai tarif integrasi Teman Bus aja buat semua aktivitasmu. Perjalanan makin ekonomis, tapi tetap nyaman!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"﻿Name,Text,Like,Column 4
sekaaaral,Halo admin. Apakah di semua wilayah yg ada teman bus boleh bawa sepeda lipat? Atau ada ketentuan khususnya min?,Reply,"Berangkat naik sepeda lipat untuk menikmati pagi yang segar, dan pulangnya naik Teman Bus untuk kenyamanan ekstra—solusi sempurna untuk hari yang produktif! Dengan sepeda lipat, kamu bisa bebas menjelajah dan berolahraga, sementara Teman Bus memastikan perjalanan pulangmu nyaman dan tanpa stres. Kombinasikan keduanya untuk pengalaman perjalanan yang praktis dan menyenangkan!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
sultandjak,"Tambahan : supir juga selalu katakan penuh padahal masih sangat cukup ruang untuk penumpang berdiri jika kursi penuh, karena jika harus disuruh menunggu bus selanjutnya itu membutuhkan waktu lagi untuk kami menunggu.",Reply,"Berangkat naik sepeda lipat untuk menikmati pagi yang segar, dan pulangnya naik Teman Bus untuk kenyamanan ekstra—solusi sempurna untuk hari yang produktif! Dengan sepeda lipat, kamu bisa bebas menjelajah dan berolahraga, sementara Teman Bus memastikan perjalanan pulangmu nyaman dan tanpa stres. Kombinasikan keduanya untuk pengalaman perjalanan yang praktis dan menyenangkan!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
teman_bus,"Hai Temanku,Membawa sepeda lipat diperbolehkan dibawa disemua Teman Bus, namun jika bus penuh, sepeda lipat tidak diizinkan untuk dibawa demi kenyamanan sesama penumpang lain.Untuk sepeda non lipat kamu bisa menggunakan rak sepeda yang ada di depan armada jika tersedia. Terima Kasih",Reply,"Berangkat naik sepeda lipat untuk menikmati pagi yang segar, dan pulangnya naik Teman Bus untuk kenyamanan ekstra—solusi sempurna untuk hari yang produktif! Dengan sepeda lipat, kamu bisa bebas menjelajah dan berolahraga, sementara Teman Bus memastikan perjalanan pulangmu nyaman dan tanpa stres. Kombinasikan keduanya untuk pengalaman perjalanan yang praktis dan menyenangkan!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
rakyanawikwok,"adminn, kalo rak sepeda itu minimal sama maksimal panjang sepedanya berapa???",Reply,"Berangkat naik sepeda lipat untuk menikmati pagi yang segar, dan pulangnya naik Teman Bus untuk kenyamanan ekstra—solusi sempurna untuk hari yang produktif! Dengan sepeda lipat, kamu bisa bebas menjelajah dan berolahraga, sementara Teman Bus memastikan perjalanan pulangmu nyaman dan tanpa stres. Kombinasikan keduanya untuk pengalaman perjalanan yang praktis dan menyenangkan!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
teman_bus,"Hai Temanku, tidak ada ada batasannya untuk membawa sepeda lipat dalam Teman Bus, namun jika bus penuh, sepeda lipat tidak diizinkan untuk dibawa demi kenyamanan sesama penumpang lain.Untuk sepeda non lipat kamu bisa menggunakan rak sepeda yang ada di depan armada jika tersedia. Terima Kasih",Reply,"Berangkat naik sepeda lipat untuk menikmati pagi yang segar, dan pulangnya naik Teman Bus untuk kenyamanan ekstra—solusi sempurna untuk hari yang produktif! Dengan sepeda lipat, kamu bisa bebas menjelajah dan berolahraga, sementara Teman Bus memastikan perjalanan pulangmu nyaman dan tanpa stres. Kombinasikan keduanya untuk pengalaman perjalanan yang praktis dan menyenangkan!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
dhelianurwandari,Admin..tolong liat dm...ibu saya sudah terdaftar pengguna lansia tp kartu e money nya hilangjd apa harus daftar ulang,Reply,"Berangkat naik sepeda lipat untuk menikmati pagi yang segar, dan pulangnya naik Teman Bus untuk kenyamanan ekstra—solusi sempurna untuk hari yang produktif! Dengan sepeda lipat, kamu bisa bebas menjelajah dan berolahraga, sementara Teman Bus memastikan perjalanan pulangmu nyaman dan tanpa stres. Kombinasikan keduanya untuk pengalaman perjalanan yang praktis dan menyenangkan!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
sultandjak,"Untuk manajemen sy mohon beri edukasi ke supir dan penumpang agar kursi2 prioritas memang diperuntukkan untuk penumpang prioritas (ibu hamil, orang tua, kawan2 difable, dll). Sudah dua kali kejadian saat istri sy yg lagi hamil naik ke bus selalu ditahan untuk tidak masuk sama supir dengan berkata “maaf sudah tdk ada kursi” padahal jelas yg duduk di kursi prioritas adalah bukan penumpang prioritas. Jadi mohon bantuannya agar pihak manajemen mengedukasi seluruh pihak baik supir dan penumpang. Dan untuk supir sy harap bisa menegur jika ada yg duduk di kursi prioritas sedngkan dia bukan penumpang prioritas. Terimakasih.",Reply,"Berangkat naik sepeda lipat untuk menikmati pagi yang segar, dan pulangnya naik Teman Bus untuk kenyamanan ekstra—solusi sempurna untuk hari yang produktif! Dengan sepeda lipat, kamu bisa bebas menjelajah dan berolahraga, sementara Teman Bus memastikan perjalanan pulangmu nyaman dan tanpa stres. Kombinasikan keduanya untuk pengalaman perjalanan yang praktis dan menyenangkan!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
dharmaxion,@utepuuut kangen,Reply,"Berangkat naik sepeda lipat untuk menikmati pagi yang segar, dan pulangnya naik Teman Bus untuk kenyamanan ekstra—solusi sempurna untuk hari yang produktif! Dengan sepeda lipat, kamu bisa bebas menjelajah dan berolahraga, sementara Teman Bus memastikan perjalanan pulangmu nyaman dan tanpa stres. Kombinasikan keduanya untuk pengalaman perjalanan yang praktis dan menyenangkan!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"﻿Name,Text,Like,Column 4
abdullah_shabuur,Mantap 👏,Reply,"Ingin mencoba pengalaman berkendara masa depan? Naik bus listrik Teman Bus aja yang cuma ada di Bandung dan SurabayaYang paling keren, bus listrik Teman Bus ramah lingkungan tanpa emisi. Perjalanan jadi hemat energi dan biaya. Teman Bus siap langsung antar kamu sampai tempat tujuan.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
rufitasari,Bikin kartu dmn ya biar bisa naik bis ini,1 like,"Ingin mencoba pengalaman berkendara masa depan? Naik bus listrik Teman Bus aja yang cuma ada di Bandung dan SurabayaYang paling keren, bus listrik Teman Bus ramah lingkungan tanpa emisi. Perjalanan jadi hemat energi dan biaya. Teman Bus siap langsung antar kamu sampai tempat tujuan.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
adhesta_24,"Waduh kalo Bandung cuman ada 7 unit, kadang kadang sering bermasalah jadi cuman 5 seseringnya, kacau sekali",1 like,"Ingin mencoba pengalaman berkendara masa depan? Naik bus listrik Teman Bus aja yang cuma ada di Bandung dan SurabayaYang paling keren, bus listrik Teman Bus ramah lingkungan tanpa emisi. Perjalanan jadi hemat energi dan biaya. Teman Bus siap langsung antar kamu sampai tempat tujuan.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
e36.sby,"Duh yg Surabaya sih parah banget. Mogok terus, headway ga jelas…Jam operasional ga jelas…. Koridor 3 ganti diesel aja dah. Ga perlu electric2 yg penting pelayanan maximal",1 like,"Ingin mencoba pengalaman berkendara masa depan? Naik bus listrik Teman Bus aja yang cuma ada di Bandung dan SurabayaYang paling keren, bus listrik Teman Bus ramah lingkungan tanpa emisi. Perjalanan jadi hemat energi dan biaya. Teman Bus siap langsung antar kamu sampai tempat tujuan.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
budakipynb,Nunggunya lama banget yang surabaya😭😭,3 likes,"Ingin mencoba pengalaman berkendara masa depan? Naik bus listrik Teman Bus aja yang cuma ada di Bandung dan SurabayaYang paling keren, bus listrik Teman Bus ramah lingkungan tanpa emisi. Perjalanan jadi hemat energi dan biaya. Teman Bus siap langsung antar kamu sampai tempat tujuan.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
hety_momraeesa,"𝙺𝚊𝚙𝚊𝚜𝚒𝚝𝚊𝚜𝚗𝚢𝚊 𝚓𝚍 𝚕𝚎𝚋𝚒𝚑 𝚜𝚎𝚍𝚒𝚔𝚒𝚝, 𝚢𝚐 𝚋𝚎𝚛𝚍𝚒𝚛𝚒 𝚊𝚓𝚊 𝚌𝚞𝚖𝚊 𝚋𝚒𝚜𝚊 6 𝚘𝚛𝚊𝚗𝚐 𝚔𝚕𝚘 𝚕𝚎𝚋𝚒𝚑 𝚋𝚒𝚜𝚗𝚢𝚊 𝚐𝚊𝚔 𝚋𝚒𝚜𝚊 𝚓𝚊𝚕𝚊𝚗 𝚔𝚊𝚝𝚊𝚗𝚢𝚊 𝚢𝚊.. 😂😂😂😂 𝚝𝚊𝚖𝚋𝚊𝚑 𝚕𝚊𝚖𝚊 𝚠𝚎𝚎𝚎𝚎𝚑 𝚊𝚝𝚞𝚑 𝚗𝚢𝚊𝚖𝚙𝚎 𝚔𝚎 𝚝𝚎𝚖𝚙𝚊𝚝 𝚔𝚎𝚛𝚓𝚊 𝚝𝚎𝚑",1 like,"Ingin mencoba pengalaman berkendara masa depan? Naik bus listrik Teman Bus aja yang cuma ada di Bandung dan SurabayaYang paling keren, bus listrik Teman Bus ramah lingkungan tanpa emisi. Perjalanan jadi hemat energi dan biaya. Teman Bus siap langsung antar kamu sampai tempat tujuan.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
ade_mriam,Selain byr pke e-tol bus listrik padalarang -bandung bisa pake apa min?,Reply,"Ingin mencoba pengalaman berkendara masa depan? Naik bus listrik Teman Bus aja yang cuma ada di Bandung dan SurabayaYang paling keren, bus listrik Teman Bus ramah lingkungan tanpa emisi. Perjalanan jadi hemat energi dan biaya. Teman Bus siap langsung antar kamu sampai tempat tujuan.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
nurrahman_,Yang bus listrik surabaya berapa menit headwaynya?,Reply,"Ingin mencoba pengalaman berkendara masa depan? Naik bus listrik Teman Bus aja yang cuma ada di Bandung dan SurabayaYang paling keren, bus listrik Teman Bus ramah lingkungan tanpa emisi. Perjalanan jadi hemat energi dan biaya. Teman Bus siap langsung antar kamu sampai tempat tujuan.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
he_you_don,Tolong dong ruang tunggu Bis Listrik. Di Terminal. Bungurasih diperlayak..... Masak nunggunya di WARUNG..... Jadi ruang tunggu paling tidak. Layak Seindonesia,Reply,"Ingin mencoba pengalaman berkendara masa depan? Naik bus listrik Teman Bus aja yang cuma ada di Bandung dan SurabayaYang paling keren, bus listrik Teman Bus ramah lingkungan tanpa emisi. Perjalanan jadi hemat energi dan biaya. Teman Bus siap langsung antar kamu sampai tempat tujuan.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
be.mysun.shine,Rute BE - BEC overcrowded,Reply,"Ingin mencoba pengalaman berkendara masa depan? Naik bus listrik Teman Bus aja yang cuma ada di Bandung dan SurabayaYang paling keren, bus listrik Teman Bus ramah lingkungan tanpa emisi. Perjalanan jadi hemat energi dan biaya. Teman Bus siap langsung antar kamu sampai tempat tujuan.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
arethaswahyu,Surabaya perlu nambah koridor tuh. Gak harus listrik. Masih banyak koridor teman bus yang belum direalisasi kan. Dari 6 koridor baru 2 koridor teman bus.,5 likes,"Ingin mencoba pengalaman berkendara masa depan? Naik bus listrik Teman Bus aja yang cuma ada di Bandung dan SurabayaYang paling keren, bus listrik Teman Bus ramah lingkungan tanpa emisi. Perjalanan jadi hemat energi dan biaya. Teman Bus siap langsung antar kamu sampai tempat tujuan.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
tendiana97,@teman_bus kapan min mulainya di bandung,Reply,"Ingin mencoba pengalaman berkendara masa depan? Naik bus listrik Teman Bus aja yang cuma ada di Bandung dan SurabayaYang paling keren, bus listrik Teman Bus ramah lingkungan tanpa emisi. Perjalanan jadi hemat energi dan biaya. Teman Bus siap langsung antar kamu sampai tempat tujuan.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
andykurniawan89,Mau juga bus listriknya @teman_bus untuk kota Solo,Reply,"Ingin mencoba pengalaman berkendara masa depan? Naik bus listrik Teman Bus aja yang cuma ada di Bandung dan SurabayaYang paling keren, bus listrik Teman Bus ramah lingkungan tanpa emisi. Perjalanan jadi hemat energi dan biaya. Teman Bus siap langsung antar kamu sampai tempat tujuan.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
kakang_anjar95,"@teman_bus tambah lagi dong unit bus listrik @temanbusbandung, suka lama banget waktu tunggu kedatangan bus nya.",Reply,"Ingin mencoba pengalaman berkendara masa depan? Naik bus listrik Teman Bus aja yang cuma ada di Bandung dan SurabayaYang paling keren, bus listrik Teman Bus ramah lingkungan tanpa emisi. Perjalanan jadi hemat energi dan biaya. Teman Bus siap langsung antar kamu sampai tempat tujuan.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
ekoprsby,"Halah bohong, baterai nya temanbus di Surabaya sering gak bisa dicharger. Kata supir2nya gak bisa jalan bus listriknya, sudah soak baterai2nya 😮",Reply,"Ingin mencoba pengalaman berkendara masa depan? Naik bus listrik Teman Bus aja yang cuma ada di Bandung dan SurabayaYang paling keren, bus listrik Teman Bus ramah lingkungan tanpa emisi. Perjalanan jadi hemat energi dan biaya. Teman Bus siap langsung antar kamu sampai tempat tujuan.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"﻿Name,Text,Like,Column 4
bayu.komed,"Dimana bisa ngelaporin kelakuan supir bus kalian ya? Bali! Sy ada bukti video, jalur lagi padat lampu hijau tapi berisik sekali klakson klakson, emang supir bis kalian kejar setoran??",Reply,"Belakangan ini transportasi umum di Indonesia berkembang pesat. Tidak hanya di kota-kota besar, berbagai kota kecil di Indonesia pun mulai mengembangkan sarana transportasi salah satunya Teman Bus. Ada banyak manfaat saat kita naik kendaraan umum lho. Apa aja sih simak postingan ini yuk!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
arvinwdwn,"Bagaimana bisa hemat waktu, kalau di Surabaya saja armada dan jumlah rute bisnya masih sedikit banget?",Reply,"Belakangan ini transportasi umum di Indonesia berkembang pesat. Tidak hanya di kota-kota besar, berbagai kota kecil di Indonesia pun mulai mengembangkan sarana transportasi salah satunya Teman Bus. Ada banyak manfaat saat kita naik kendaraan umum lho. Apa aja sih simak postingan ini yuk!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
ade_mriam,"Selain pke e_tol ,,bisa byr pake apalgi untun naik bus ini",Reply,"Belakangan ini transportasi umum di Indonesia berkembang pesat. Tidak hanya di kota-kota besar, berbagai kota kecil di Indonesia pun mulai mengembangkan sarana transportasi salah satunya Teman Bus. Ada banyak manfaat saat kita naik kendaraan umum lho. Apa aja sih simak postingan ini yuk!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
lana_ka21,Betuuulll👏👏,Reply,"Belakangan ini transportasi umum di Indonesia berkembang pesat. Tidak hanya di kota-kota besar, berbagai kota kecil di Indonesia pun mulai mengembangkan sarana transportasi salah satunya Teman Bus. Ada banyak manfaat saat kita naik kendaraan umum lho. Apa aja sih simak postingan ini yuk!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
rissaamalia14,Min anak umur 4 tahun bayar gak ya ?,Reply,"Belakangan ini transportasi umum di Indonesia berkembang pesat. Tidak hanya di kota-kota besar, berbagai kota kecil di Indonesia pun mulai mengembangkan sarana transportasi salah satunya Teman Bus. Ada banyak manfaat saat kita naik kendaraan umum lho. Apa aja sih simak postingan ini yuk!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
aiddanu,"armada teman bus bandung kalian harus ditambahin, kacau sumpah nunggu 40menit gak ada yang lewat sekalinya lewat penuh semua driver gak mau ngambil. ini jam 4 Sore loh udah masuk Peak Hours MRT,Busway Aja bisa 5 Menit sekali kok kalian ini pemalesan lama banget nunggunya kasian lansia kebanyakan yang nunggu busnya semua pada penuh. kecewa",2 likes,"Belakangan ini transportasi umum di Indonesia berkembang pesat. Tidak hanya di kota-kota besar, berbagai kota kecil di Indonesia pun mulai mengembangkan sarana transportasi salah satunya Teman Bus. Ada banyak manfaat saat kita naik kendaraan umum lho. Apa aja sih simak postingan ini yuk!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
dapid.ku,TEMAN BUS KAPAN ADA DI SEMARANG ? DI SEMARANG BUS NYA CUMI DARAT ALIAS POLUSI UDARA,1 like,"Belakangan ini transportasi umum di Indonesia berkembang pesat. Tidak hanya di kota-kota besar, berbagai kota kecil di Indonesia pun mulai mengembangkan sarana transportasi salah satunya Teman Bus. Ada banyak manfaat saat kita naik kendaraan umum lho. Apa aja sih simak postingan ini yuk!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
lidia_nataliee,Apakah benar @temanbusmedan akan berhenti beroperasi di bulan Juni?,Reply,"Belakangan ini transportasi umum di Indonesia berkembang pesat. Tidak hanya di kota-kota besar, berbagai kota kecil di Indonesia pun mulai mengembangkan sarana transportasi salah satunya Teman Bus. Ada banyak manfaat saat kita naik kendaraan umum lho. Apa aja sih simak postingan ini yuk!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
andykurniawan89,Nyaman banget naik @teman_bus @temanbus_solo,1 like,"Belakangan ini transportasi umum di Indonesia berkembang pesat. Tidak hanya di kota-kota besar, berbagai kota kecil di Indonesia pun mulai mengembangkan sarana transportasi salah satunya Teman Bus. Ada banyak manfaat saat kita naik kendaraan umum lho. Apa aja sih simak postingan ini yuk!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"﻿Name,Text,Like,Column 4
miwan1230,Terbaik pokoknya 😍😍,Reply,"Jalan-jalan itu biar seru harus sama geng, begitu juga naik bus! Naik Bus di Kota Pahlawan ya Teman Bus pilihannya. Mau mode irit? Bisa Banget, Nggak sampe Rp 10.000 kamu udah bisa naik Teman Bus dan pastinya anti kepanasan  deh!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
